studentID,atv,test 1,test 2,avg test,avg class atvs,avg atv,grades
10174,496,0.755555556,7.5,4.127777778,5.613333333,8.493107769,5.59
10175,496,7,10,8.5,9.796666667,10,9.2
10176,496,9,10,9.5,7.303333333,9.965747703,9.07
10178,496,4.805555556,7,5.902777778,5.743333333,8.238685361,6.45
10179,496,6.333333333,7.5,6.916666667,8.68,8.428571429,7.74
10181,496,9.433333333,10,9.716666667,7.09,9.921766922,9.11
10183,496,5.277777778,2.75,4.013888889,5.27,6.943631409,5.06
10184,496,8.277777778,10,9.138888889,7.766666667,10,9.01
10185,496,6.055555556,7.5,6.777777778,8.6,8.197543099,7.59
10186,496,7.5,8,7.75,6.81,9.867069523,8.04
10187,496,5.555555556,8,6.777777778,5.896666667,7.329758495,6.7
10188,496,6.277777778,10,8.138888889,9.53,9.855419799,8.92
10189,496,3.916666667,10,6.958333333,6.11,7.845167489,6.97
10190,496,6.277777778,5,5.638888889,5.996666667,7.458552044,6.18
10191,496,9.5,10,9.75,8.813333333,9.934837093,9.56
10192,496,5.6,10,7.8,8.393333333,8.826577071,8.2
10193,496,8.833333333,10,9.416666667,8.15,9.727166529,9.18
10195,496,0,0,0,2.716666667,3.307777778,1.51
10196,496,6,10,8,8.786666667,9.992481203,8.69
10197,496,7,10,8.5,7.796666667,8.543450342,8.34
10198,496,5,10,7.5,7.586666667,9.985284149,8.14
10199,496,10.5,10,10,7.22,7.588635286,8.7
10200,496,5.166666667,10,7.583333333,5.443333333,8.047619048,7.16
10201,496,8.055555556,10,9.027777778,8.02,9.47039072,8.89
10202,496,5.5,10,7.75,6.676666667,8.019748947,7.55
10203,496,5.277777778,10,7.638888889,4.036666667,7.458005643,6.69
10204,496,7,10,8.5,7.976666667,9.854917106,8.71
10206,496,6.055555556,9.5,7.777777778,7.983333333,9.959498608,8.37
10208,496,9.5,10,9.75,9.473333333,9.874108348,9.71
10209,496,8.5,10,9.25,9.85,9.659858837,9.5
10210,496,5,10,7.5,7.196666667,9.265059981,7.87
10211,496,10.5,9,9.5,8.276666667,8.516716471,8.95
10212,496,9,8,8.5,7.92,6.866186299,7.95
10213,496,5.333333333,10,7.666666667,7.453333333,9.917124542,8.18
10214,496,8,10,9,8.246666667,8.958333333,8.8
10215,496,9,10,9.5,8.686666667,9.115355054,9.2
10216,496,8,7.5,7.75,9.023333333,8.523809524,8.26
10217,496,8.6,9.5,9.05,9.486666667,10,9.4
10218,496,7.933333333,5.5,6.716666667,7.02,7.889901539,7.09
10219,496,2.5,10,6.25,7.52,8.919590643,7.23
10220,496,8.5,5.5,7,6.976666667,6.468253968,6.86
10221,496,3.977777778,10,6.988888889,3.453333333,8.946418341,6.59
10222,496,4.5,8,6.25,5.14,6.001984127,5.91
10223,496,9,10,9.5,8.443333333,7.486014716,8.73
10226,496,6.083333333,10,8.041666667,7,8.01984127,7.78
10227,496,9,10,9.5,7.176666667,7.050509607,8.31
10228,496,8.166666667,10,9.083333333,5.426666667,8.752649523,8.09
10230,496,5.166666667,10,7.583333333,7.35,7.94484127,7.62
10231,496,9,10,9.5,9.286666667,9.702380952,9.5
10232,496,7,10,8.5,6.706666667,9.986111111,8.42
10233,496,8,9,8.5,7.1,5.691938179,7.45
10234,496,4.25,10,7.125,6.38,9.574979114,7.55
10237,496,5.6,10,7.8,7.61,8.368325831,7.89
10238,496,5.255555556,0,2.627777778,6.833333333,5.580513784,5.02
10240,496,6.166666667,10,8.083333333,6.31,8.464285714,7.74
10169,497,3.9,10,6.95,7.026666667,8.977370722,7.48
10170,497,5.2,7.5,6.35,6.226666667,9.992063492,7.23
10171,497,10.5,9.5,9.75,9.276666667,9.952380952,9.68
10172,497,7.555555556,10,8.777777778,8.19,9.950654249,8.92
10174,497,0.755555556,7.5,4.127777778,5.613333333,8.493107769,5.59
10175,497,7,10,8.5,9.796666667,10,9.2
10176,497,9,10,9.5,7.303333333,9.965747703,9.07
10178,497,4.805555556,7,5.902777778,5.743333333,8.238685361,6.45
10179,497,6.333333333,7.5,6.916666667,8.68,8.428571429,7.74
10181,497,9.433333333,10,9.716666667,7.09,9.921766922,9.11
10183,497,5.277777778,2.75,4.013888889,5.27,6.943631409,5.06
10184,497,8.277777778,10,9.138888889,7.766666667,10,9.01
10185,497,6.055555556,7.5,6.777777778,8.6,8.197543099,7.59
10186,497,7.5,8,7.75,6.81,9.867069523,8.04
10187,497,5.555555556,8,6.777777778,5.896666667,7.329758495,6.7
10188,497,6.277777778,10,8.138888889,9.53,9.855419799,8.92
10189,497,3.916666667,10,6.958333333,6.11,7.845167489,6.97
10190,497,6.277777778,5,5.638888889,5.996666667,7.458552044,6.18
10191,497,9.5,10,9.75,8.813333333,9.934837093,9.56
10192,497,5.6,10,7.8,8.393333333,8.826577071,8.2
10193,497,8.833333333,10,9.416666667,8.15,9.727166529,9.18
10195,497,0,0,0,2.716666667,3.307777778,1.51
10196,497,6,10,8,8.786666667,9.992481203,8.69
10197,497,7,10,8.5,7.796666667,8.543450342,8.34
10198,497,5,10,7.5,7.586666667,9.985284149,8.14
10199,497,10.5,10,10,7.22,7.588635286,8.7
10200,497,5.166666667,10,7.583333333,5.443333333,8.047619048,7.16
10201,497,8.055555556,10,9.027777778,8.02,9.47039072,8.89
10202,497,5.5,10,7.75,6.676666667,8.019748947,7.55
10203,497,5.277777778,10,7.638888889,4.036666667,7.458005643,6.69
10204,497,7,10,8.5,7.976666667,9.854917106,8.71
10206,497,6.055555556,9.5,7.777777778,7.983333333,9.959498608,8.37
10208,497,9.5,10,9.75,9.473333333,9.874108348,9.71
10209,497,8.5,10,9.25,9.85,9.659858837,9.5
10210,497,5,10,7.5,7.196666667,9.265059981,7.87
10211,497,10.5,9,9.5,8.276666667,8.516716471,8.95
10212,497,9,8,8.5,7.92,6.866186299,7.95
10213,497,5.333333333,10,7.666666667,7.453333333,9.917124542,8.18
10214,497,8,10,9,8.246666667,8.958333333,8.8
10215,497,9,10,9.5,8.686666667,9.115355054,9.2
10216,497,8,7.5,7.75,9.023333333,8.523809524,8.26
10217,497,8.6,9.5,9.05,9.486666667,10,9.4
10218,497,7.933333333,5.5,6.716666667,7.02,7.889901539,7.09
10219,497,2.5,10,6.25,7.52,8.919590643,7.23
10220,497,8.5,5.5,7,6.976666667,6.468253968,6.86
10221,497,3.977777778,10,6.988888889,3.453333333,8.946418341,6.59
10222,497,4.5,8,6.25,5.14,6.001984127,5.91
10223,497,9,10,9.5,8.443333333,7.486014716,8.73
10226,497,6.083333333,10,8.041666667,7,8.01984127,7.78
10227,497,9,10,9.5,7.176666667,7.050509607,8.31
10228,497,8.166666667,10,9.083333333,5.426666667,8.752649523,8.09
10230,497,5.166666667,10,7.583333333,7.35,7.94484127,7.62
10231,497,9,10,9.5,9.286666667,9.702380952,9.5
10232,497,7,10,8.5,6.706666667,9.986111111,8.42
10233,497,8,9,8.5,7.1,5.691938179,7.45
10234,497,4.25,10,7.125,6.38,9.574979114,7.55
10237,497,5.6,10,7.8,7.61,8.368325831,7.89
10238,497,5.255555556,0,2.627777778,6.833333333,5.580513784,5.02
10240,497,6.166666667,10,8.083333333,6.31,8.464285714,7.74
10169,498,3.9,10,6.95,7.026666667,8.977370722,7.48
10170,498,5.2,7.5,6.35,6.226666667,9.992063492,7.23
10171,498,10.5,9.5,9.75,9.276666667,9.952380952,9.68
10172,498,7.555555556,10,8.777777778,8.19,9.950654249,8.92
10174,498,0.755555556,7.5,4.127777778,5.613333333,8.493107769,5.59
10175,498,7,10,8.5,9.796666667,10,9.2
10176,498,9,10,9.5,7.303333333,9.965747703,9.07
10178,498,4.805555556,7,5.902777778,5.743333333,8.238685361,6.45
10179,498,6.333333333,7.5,6.916666667,8.68,8.428571429,7.74
10181,498,9.433333333,10,9.716666667,7.09,9.921766922,9.11
10183,498,5.277777778,2.75,4.013888889,5.27,6.943631409,5.06
10184,498,8.277777778,10,9.138888889,7.766666667,10,9.01
10185,498,6.055555556,7.5,6.777777778,8.6,8.197543099,7.59
10186,498,7.5,8,7.75,6.81,9.867069523,8.04
10187,498,5.555555556,8,6.777777778,5.896666667,7.329758495,6.7
10188,498,6.277777778,10,8.138888889,9.53,9.855419799,8.92
10189,498,3.916666667,10,6.958333333,6.11,7.845167489,6.97
10190,498,6.277777778,5,5.638888889,5.996666667,7.458552044,6.18
10191,498,9.5,10,9.75,8.813333333,9.934837093,9.56
10192,498,5.6,10,7.8,8.393333333,8.826577071,8.2
10193,498,8.833333333,10,9.416666667,8.15,9.727166529,9.18
10195,498,0,0,0,2.716666667,3.307777778,1.51
10196,498,6,10,8,8.786666667,9.992481203,8.69
10197,498,7,10,8.5,7.796666667,8.543450342,8.34
10198,498,5,10,7.5,7.586666667,9.985284149,8.14
10199,498,10.5,10,10,7.22,7.588635286,8.7
10200,498,5.166666667,10,7.583333333,5.443333333,8.047619048,7.16
10201,498,8.055555556,10,9.027777778,8.02,9.47039072,8.89
10202,498,5.5,10,7.75,6.676666667,8.019748947,7.55
10203,498,5.277777778,10,7.638888889,4.036666667,7.458005643,6.69
10204,498,7,10,8.5,7.976666667,9.854917106,8.71
10206,498,6.055555556,9.5,7.777777778,7.983333333,9.959498608,8.37
10208,498,9.5,10,9.75,9.473333333,9.874108348,9.71
10209,498,8.5,10,9.25,9.85,9.659858837,9.5
10210,498,5,10,7.5,7.196666667,9.265059981,7.87
10211,498,10.5,9,9.5,8.276666667,8.516716471,8.95
10212,498,9,8,8.5,7.92,6.866186299,7.95
10213,498,5.333333333,10,7.666666667,7.453333333,9.917124542,8.18
10214,498,8,10,9,8.246666667,8.958333333,8.8
10215,498,9,10,9.5,8.686666667,9.115355054,9.2
10216,498,8,7.5,7.75,9.023333333,8.523809524,8.26
10217,498,8.6,9.5,9.05,9.486666667,10,9.4
10218,498,7.933333333,5.5,6.716666667,7.02,7.889901539,7.09
10219,498,2.5,10,6.25,7.52,8.919590643,7.23
10220,498,8.5,5.5,7,6.976666667,6.468253968,6.86
10221,498,3.977777778,10,6.988888889,3.453333333,8.946418341,6.59
10222,498,4.5,8,6.25,5.14,6.001984127,5.91
10223,498,9,10,9.5,8.443333333,7.486014716,8.73
10226,498,6.083333333,10,8.041666667,7,8.01984127,7.78
10227,498,9,10,9.5,7.176666667,7.050509607,8.31
10228,498,8.166666667,10,9.083333333,5.426666667,8.752649523,8.09
10230,498,5.166666667,10,7.583333333,7.35,7.94484127,7.62
10231,498,9,10,9.5,9.286666667,9.702380952,9.5
10232,498,7,10,8.5,6.706666667,9.986111111,8.42
10233,498,8,9,8.5,7.1,5.691938179,7.45
10234,498,4.25,10,7.125,6.38,9.574979114,7.55
10237,498,5.6,10,7.8,7.61,8.368325831,7.89
10238,498,5.255555556,0,2.627777778,6.833333333,5.580513784,5.02
10240,498,6.166666667,10,8.083333333,6.31,8.464285714,7.74
10169,504,3.9,10,6.95,7.026666667,8.977370722,7.48
10170,504,5.2,7.5,6.35,6.226666667,9.992063492,7.23
10171,504,10.5,9.5,9.75,9.276666667,9.952380952,9.68
10172,504,7.555555556,10,8.777777778,8.19,9.950654249,8.92
10174,504,0.755555556,7.5,4.127777778,5.613333333,8.493107769,5.59
10175,504,7,10,8.5,9.796666667,10,9.2
10176,504,9,10,9.5,7.303333333,9.965747703,9.07
10178,504,4.805555556,7,5.902777778,5.743333333,8.238685361,6.45
10179,504,6.333333333,7.5,6.916666667,8.68,8.428571429,7.74
10181,504,9.433333333,10,9.716666667,7.09,9.921766922,9.11
10183,504,5.277777778,2.75,4.013888889,5.27,6.943631409,5.06
10184,504,8.277777778,10,9.138888889,7.766666667,10,9.01
10185,504,6.055555556,7.5,6.777777778,8.6,8.197543099,7.59
10186,504,7.5,8,7.75,6.81,9.867069523,8.04
10187,504,5.555555556,8,6.777777778,5.896666667,7.329758495,6.7
10188,504,6.277777778,10,8.138888889,9.53,9.855419799,8.92
10189,504,3.916666667,10,6.958333333,6.11,7.845167489,6.97
10190,504,6.277777778,5,5.638888889,5.996666667,7.458552044,6.18
10191,504,9.5,10,9.75,8.813333333,9.934837093,9.56
10192,504,5.6,10,7.8,8.393333333,8.826577071,8.2
10193,504,8.833333333,10,9.416666667,8.15,9.727166529,9.18
10195,504,0,0,0,2.716666667,3.307777778,1.51
10196,504,6,10,8,8.786666667,9.992481203,8.69
10197,504,7,10,8.5,7.796666667,8.543450342,8.34
10198,504,5,10,7.5,7.586666667,9.985284149,8.14
10199,504,10.5,10,10,7.22,7.588635286,8.7
10200,504,5.166666667,10,7.583333333,5.443333333,8.047619048,7.16
10201,504,8.055555556,10,9.027777778,8.02,9.47039072,8.89
10202,504,5.5,10,7.75,6.676666667,8.019748947,7.55
10203,504,5.277777778,10,7.638888889,4.036666667,7.458005643,6.69
10204,504,7,10,8.5,7.976666667,9.854917106,8.71
10206,504,6.055555556,9.5,7.777777778,7.983333333,9.959498608,8.37
10208,504,9.5,10,9.75,9.473333333,9.874108348,9.71
10209,504,8.5,10,9.25,9.85,9.659858837,9.5
10210,504,5,10,7.5,7.196666667,9.265059981,7.87
10211,504,10.5,9,9.5,8.276666667,8.516716471,8.95
10212,504,9,8,8.5,7.92,6.866186299,7.95
10213,504,5.333333333,10,7.666666667,7.453333333,9.917124542,8.18
10214,504,8,10,9,8.246666667,8.958333333,8.8
